"","risk_id","status_id","first_name","last_name","age","gender","email"
"1304",8,1368,"Vetements","yvesSaintLauren",84,"other","fake@gmail.com"
"1305",19,723,"Bape","yvesSaintLauren",46,"male","fake@hotmail.com"
"1306",11,1258,"CanadaGoose","yvesSaintLauren",88,"male","fake@gmail.com"
"1307",15,302,"Moncler","Prada",7,"female","realReal@email.edu"
"1308",6,1801,"Maharishi","Chanel",1,"female","real@email.com"
"1309",5,1509,"Maharishi","yvesSaintLauren",49,"male","fake@hotmail.com"
"1310",7,2293,"Armani","Prada",8,"male","pseudo@illinois.edu"
"1311",16,2162,"Burberry","Chanel",64,"male","pseudo@illinois.edu"
"1312",20,2541,"Versace","Prada",53,"female","real@email.com"
"1313",10,485,"Vetements","Fendi",78,"other","fake@illinois.edu"
"1314",4,1036,"RalphLauren","Prada",37,"female","fake@gmail.com"
"1315",7,2508,"Armani","Sputnik",50,"female","real@email.com"
"1316",7,1593,"Versace","GoldenGooseDeluxe",63,"female","fake@hotmail.com"
"1317",3,2632,"Bape","Fendi",21,"male","pseudo@hotmail.com"
"1318",18,2663,"Vetements","Sputnik",53,"female","realReal@email.edu"
"1319",6,309,"Moncler","Cartier",99,"other","fake@sputnik.net"
"1320",5,1790,"Maharishi","Prada",76,"female","pseudo@illinois.edu"
"1321",14,1058,"Versace","Chanel",14,"male","pseudo@email.edu"
"1322",15,1306,"Versace","Prada",7,"male","fake@sputnik.net"
"1323",2,91,"RalphLauren","Margiela",7,"female","real@email.com"
"1324",8,2280,"Burberry","Margiela",78,"other","pseudo@hotmail.com"
"1325",18,1893,"Bape","Fendi",23,"female","pseudo@hotmail.com"
"1326",18,2109,"Armani","GoldenGooseDeluxe",15,"other","pseudo@verizon.net"
"1327",7,1887,"RalphLauren","Sputnik",54,"female","fake@illinois.edu"
"1328",14,237,"Burberry","Balmain",87,"other","pseudo@hotmail.com"
"1329",1,1949,"Givenchy","yvesSaintLauren",81,"other","pseudo@hotmail.com"
"1330",14,110,"RalphLauren","Chanel",24,"male","pseudo@verizon.net"
"1331",8,58,"Versace","Fendi",85,"other","fake@hotmail.com"
"1332",2,1010,"CanadaGoose","Sputnik",50,"other","fake@illinois.edu"
"1333",19,1160,"Moncler","Fendi",21,"other","pseudo@hotmail.com"
"1334",10,533,"Armani","Fendi",44,"male","pseudo@verizon.net"
"1335",7,1787,"Moncler","yvesSaintLauren",55,"female","fake@sputnik.net"
"1336",9,776,"RalphLauren","Margiela",56,"female","pseudo@verizon.net"
"1337",5,2713,"Vetements","Chanel",65,"male","pseudo@illinois.edu"
"1338",6,2636,"Moncler","Sputnik",84,"other","pseudo@verizon.net"
"1339",1,194,"CanadaGoose","Chanel",89,"other","fake@illinois.edu"
"1340",3,235,"Vetements","GoldenGooseDeluxe",11,"other","pseudo@verizon.net"
"1341",11,2557,"RalphLauren","theNorthFace",1,"female","pseudo@email.edu"
"1342",12,2599,"Bape","GoldenGooseDeluxe",66,"female","pseudo@illinois.edu"
"1343",6,184,"Versace","Fendi",23,"male","realReal@email.edu"
"1344",13,2774,"CanadaGoose","Chanel",27,"female","fake@illinois.edu"
"1345",6,966,"Versace","Chanel",93,"female","realReal@email.edu"
"1346",14,1513,"Vetements","Sputnik",32,"male","fake@hotmail.com"
"1347",16,2291,"Givenchy","Fendi",75,"female","pseudo@email.edu"
"1348",2,2227,"Moncler","theNorthFace",96,"female","fake@illinois.edu"
"1349",14,623,"Vetements","Cartier",91,"female","fake@hotmail.com"
"1350",5,660,"Bape","GoldenGooseDeluxe",37,"male","pseudo@hotmail.com"
"1351",9,1534,"Maharishi","Sputnik",82,"female","pseudo@illinois.edu"
"1352",2,2812,"Maharishi","Cartier",63,"female","real@email.com"
"1353",17,481,"Moncler","Margiela",44,"female","real@email.com"
"1354",14,2407,"Givenchy","yvesSaintLauren",100,"other","real@email.com"
"1355",20,1265,"Armani","Sputnik",2,"male","fake@gmail.com"
"1356",7,431,"Moncler","Prada",91,"male","pseudo@hotmail.com"
"1357",17,2200,"Versace","Fendi",55,"other","fake@sputnik.net"
"1358",9,1770,"RalphLauren","Balmain",93,"female","fake@illinois.edu"
"1359",16,88,"Givenchy","Fendi",98,"other","fake@sputnik.net"
"1360",16,177,"Versace","Fendi",20,"other","realReal@email.edu"
"1361",12,531,"Moncler","Sputnik",13,"male","fake@sputnik.net"
"1362",2,2221,"Maharishi","Balmain",94,"other","pseudo@email.edu"
"1363",18,513,"Vetements","Prada",32,"female","real@email.com"
"1364",19,2047,"Armani","yvesSaintLauren",21,"other","pseudo@email.edu"
"1365",5,1456,"Moncler","yvesSaintLauren",30,"other","pseudo@verizon.net"
"1366",2,1840,"Bape","Cartier",69,"other","pseudo@illinois.edu"
"1367",20,1886,"RalphLauren","theNorthFace",56,"female","fake@illinois.edu"
"1368",4,2705,"Vetements","Chanel",41,"male","pseudo@verizon.net"
"1369",2,2091,"Versace","Sputnik",91,"other","fake@sputnik.net"
"1370",7,726,"Bape","Cartier",86,"female","pseudo@hotmail.com"
"1371",17,2806,"Armani","Balmain",46,"male","pseudo@verizon.net"
"1372",5,1677,"Versace","GoldenGooseDeluxe",39,"female","real@email.com"
"1373",7,2020,"Armani","Sputnik",71,"male","pseudo@email.edu"
"1374",11,2479,"Moncler","theNorthFace",91,"male","fake@gmail.com"
"1375",3,1786,"Versace","Fendi",27,"male","pseudo@hotmail.com"
"1376",11,1163,"Givenchy","Cartier",97,"female","pseudo@illinois.edu"
"1377",16,510,"CanadaGoose","yvesSaintLauren",86,"other","realReal@email.edu"
"1378",8,18,"Burberry","Sputnik",7,"male","fake@sputnik.net"
"1379",5,1512,"Bape","Sputnik",41,"female","real@email.com"
"1380",20,174,"Givenchy","Fendi",76,"female","pseudo@email.edu"
"1381",5,2603,"Moncler","Margiela",27,"other","fake@illinois.edu"
"1382",16,2692,"Versace","Balmain",31,"female","realReal@email.edu"
"1383",4,1595,"CanadaGoose","Cartier",77,"male","real@email.com"
"1384",3,2350,"CanadaGoose","Prada",93,"other","fake@sputnik.net"
"1385",9,866,"Bape","Cartier",49,"female","fake@gmail.com"
"1386",1,404,"Versace","GoldenGooseDeluxe",15,"male","pseudo@verizon.net"
"1387",11,403,"RalphLauren","Balmain",36,"male","pseudo@illinois.edu"
"1388",18,2598,"CanadaGoose","Sputnik",77,"female","fake@gmail.com"
"1389",10,984,"CanadaGoose","Balmain",99,"male","fake@illinois.edu"
"1390",13,1688,"Vetements","Prada",23,"other","pseudo@hotmail.com"
"1391",19,258,"Burberry","Prada",54,"female","realReal@email.edu"
"1392",19,988,"Moncler","GoldenGooseDeluxe",76,"other","pseudo@illinois.edu"
"1393",7,51,"Vetements","Balmain",84,"male","pseudo@verizon.net"
"1394",20,1269,"RalphLauren","Cartier",22,"male","pseudo@email.edu"
"1395",5,1378,"RalphLauren","Balmain",53,"female","fake@gmail.com"
"1396",16,2056,"Vetements","Prada",25,"male","pseudo@hotmail.com"
"1397",16,1491,"Vetements","Fendi",41,"male","fake@hotmail.com"
"1398",12,1778,"Givenchy","Chanel",92,"female","fake@hotmail.com"
"1399",7,79,"RalphLauren","Chanel",3,"female","realReal@email.edu"
"1400",3,2771,"Versace","Chanel",49,"male","pseudo@illinois.edu"
"1401",3,1453,"Givenchy","Prada",17,"female","pseudo@email.edu"
"1402",3,1709,"Versace","Chanel",91,"female","realReal@email.edu"
"1403",2,1583,"Moncler","Margiela",97,"other","realReal@email.edu"
"1404",10,1802,"Armani","Cartier",31,"male","pseudo@email.edu"
"1405",20,2602,"Givenchy","Cartier",33,"other","realReal@email.edu"
"1406",12,1775,"Armani","Chanel",4,"other","fake@sputnik.net"
"1407",9,1158,"CanadaGoose","Cartier",54,"female","fake@illinois.edu"
"1408",11,1459,"Vetements","Fendi",31,"female","fake@gmail.com"
"1409",13,870,"RalphLauren","Margiela",48,"other","real@email.com"
"1410",3,2702,"Burberry","Cartier",78,"male","pseudo@verizon.net"
"1411",14,941,"Givenchy","yvesSaintLauren",18,"male","fake@sputnik.net"
"1412",19,1085,"Givenchy","Fendi",13,"female","fake@sputnik.net"
"1413",4,2243,"Versace","Sputnik",30,"male","pseudo@email.edu"
"1414",3,1248,"CanadaGoose","GoldenGooseDeluxe",56,"female","fake@hotmail.com"
"1415",12,1331,"Versace","Sputnik",59,"other","fake@hotmail.com"
"1416",4,2214,"Givenchy","Fendi",67,"female","fake@illinois.edu"
"1417",12,2206,"Bape","GoldenGooseDeluxe",62,"other","pseudo@hotmail.com"
"1418",6,1179,"Bape","Chanel",42,"female","fake@gmail.com"
"1419",5,917,"Givenchy","yvesSaintLauren",20,"female","realReal@email.edu"
"1420",9,1730,"Vetements","Sputnik",43,"male","fake@gmail.com"
"1421",4,1719,"Givenchy","GoldenGooseDeluxe",20,"other","fake@sputnik.net"
"1422",14,419,"Maharishi","Margiela",18,"female","pseudo@hotmail.com"
"1423",2,1545,"Versace","yvesSaintLauren",49,"other","fake@gmail.com"
"1424",19,1068,"CanadaGoose","Cartier",12,"other","pseudo@verizon.net"
"1425",19,2647,"Vetements","Balmain",6,"female","pseudo@email.edu"
"1426",17,1116,"Maharishi","Fendi",65,"male","pseudo@verizon.net"
"1427",18,1256,"CanadaGoose","Sputnik",94,"male","pseudo@illinois.edu"
"1428",8,2397,"RalphLauren","Balmain",60,"other","pseudo@illinois.edu"
"1429",16,435,"Moncler","Chanel",70,"male","fake@hotmail.com"
"1430",12,1710,"CanadaGoose","yvesSaintLauren",77,"female","fake@gmail.com"
"1431",7,2145,"Maharishi","Prada",86,"female","realReal@email.edu"
"1432",9,1713,"Bape","GoldenGooseDeluxe",98,"other","fake@illinois.edu"
"1433",19,2690,"Moncler","Sputnik",32,"male","pseudo@hotmail.com"
"1434",5,2410,"CanadaGoose","GoldenGooseDeluxe",83,"other","pseudo@verizon.net"
"1435",13,2174,"Givenchy","Chanel",52,"other","pseudo@illinois.edu"
"1436",14,1524,"Maharishi","Sputnik",73,"male","real@email.com"
"1437",6,690,"RalphLauren","Sputnik",95,"male","fake@illinois.edu"
"1438",7,2090,"Moncler","Sputnik",5,"other","realReal@email.edu"
"1439",3,1665,"Givenchy","Cartier",4,"female","pseudo@illinois.edu"
"1440",7,921,"RalphLauren","yvesSaintLauren",21,"female","fake@hotmail.com"
"1441",11,2494,"Versace","Sputnik",13,"male","fake@illinois.edu"
"1442",20,893,"RalphLauren","Balmain",50,"female","pseudo@verizon.net"
"1443",19,2678,"Givenchy","Margiela",9,"male","pseudo@email.edu"
"1444",4,466,"CanadaGoose","Fendi",58,"male","pseudo@verizon.net"
"1445",14,649,"Maharishi","Chanel",40,"male","fake@gmail.com"
"1446",11,2327,"Armani","Chanel",3,"other","fake@sputnik.net"
"1447",14,1758,"Armani","yvesSaintLauren",3,"male","realReal@email.edu"
"1448",14,1799,"Moncler","Chanel",95,"female","fake@illinois.edu"
"1449",12,365,"Maharishi","Margiela",96,"female","pseudo@verizon.net"
"1450",3,1699,"Armani","GoldenGooseDeluxe",99,"female","fake@illinois.edu"
"1451",10,2447,"Givenchy","Balmain",58,"other","fake@hotmail.com"
"1452",17,1811,"RalphLauren","Sputnik",25,"female","pseudo@illinois.edu"
"1453",14,2021,"RalphLauren","Sputnik",89,"female","fake@gmail.com"
"1454",1,687,"Moncler","Fendi",90,"male","pseudo@hotmail.com"
"1455",1,1821,"Moncler","Sputnik",96,"female","fake@hotmail.com"
"1456",19,583,"Versace","Cartier",47,"other","fake@illinois.edu"
"1457",17,2435,"Versace","Sputnik",71,"other","pseudo@illinois.edu"
"1458",10,1187,"CanadaGoose","GoldenGooseDeluxe",57,"female","real@email.com"
"1459",19,2163,"Bape","Balmain",38,"other","pseudo@email.edu"
"1460",13,2823,"Vetements","Sputnik",40,"other","real@email.com"
"1461",6,1678,"Moncler","theNorthFace",27,"female","fake@illinois.edu"
"1462",10,1191,"Versace","Cartier",72,"female","pseudo@illinois.edu"
"1463",19,1824,"Givenchy","yvesSaintLauren",20,"male","real@email.com"
"1464",18,2441,"RalphLauren","Prada",40,"male","fake@illinois.edu"
"1465",5,1480,"Maharishi","GoldenGooseDeluxe",43,"other","real@email.com"
"1466",13,1281,"Moncler","Prada",100,"female","fake@illinois.edu"
"1467",5,2595,"CanadaGoose","Prada",68,"other","fake@illinois.edu"
"1468",17,247,"RalphLauren","Chanel",85,"male","real@email.com"
"1469",5,508,"Armani","Sputnik",54,"female","real@email.com"
"1470",15,594,"Armani","Chanel",44,"female","fake@hotmail.com"
"1471",11,534,"Armani","Fendi",17,"male","pseudo@verizon.net"
"1472",3,2182,"Givenchy","Sputnik",57,"male","pseudo@illinois.edu"
"1473",17,811,"Moncler","Chanel",78,"other","fake@hotmail.com"
"1474",12,2186,"CanadaGoose","Balmain",67,"other","pseudo@verizon.net"
"1475",4,2153,"Versace","Margiela",53,"other","fake@hotmail.com"
"1476",13,1064,"Burberry","Margiela",70,"female","pseudo@verizon.net"
"1477",6,369,"Versace","Sputnik",51,"male","pseudo@illinois.edu"
"1478",20,2535,"CanadaGoose","Cartier",100,"male","fake@sputnik.net"
"1479",14,761,"Moncler","Prada",100,"other","real@email.com"
"1480",16,2440,"Armani","Sputnik",65,"other","fake@hotmail.com"
"1481",12,1921,"CanadaGoose","Sputnik",42,"female","pseudo@email.edu"
"1482",17,2403,"Armani","Chanel",34,"other","real@email.com"
"1483",14,475,"Bape","Margiela",100,"male","fake@gmail.com"
"1484",18,474,"Maharishi","Margiela",4,"male","pseudo@verizon.net"
"1485",3,152,"Bape","Prada",23,"other","pseudo@illinois.edu"
"1486",6,521,"Bape","Chanel",85,"male","realReal@email.edu"
"1487",5,330,"Vetements","Sputnik",22,"other","real@email.com"
"1488",13,2489,"Burberry","yvesSaintLauren",20,"female","fake@gmail.com"
"1489",12,2069,"RalphLauren","theNorthFace",66,"male","fake@hotmail.com"
"1490",10,2765,"Versace","Cartier",46,"other","pseudo@hotmail.com"
"1491",11,1991,"RalphLauren","GoldenGooseDeluxe",10,"other","fake@gmail.com"
"1492",18,838,"Maharishi","Chanel",49,"other","realReal@email.edu"
"1493",12,685,"Maharishi","Sputnik",97,"female","pseudo@hotmail.com"
"1494",5,1128,"Moncler","Prada",21,"female","pseudo@verizon.net"
"1495",16,665,"Versace","Cartier",83,"male","pseudo@email.edu"
"1496",19,2172,"Moncler","Chanel",47,"other","fake@hotmail.com"
"1497",3,1691,"Moncler","yvesSaintLauren",45,"other","fake@hotmail.com"
"1498",16,574,"Maharishi","Margiela",91,"male","pseudo@email.edu"
"1499",14,1993,"Armani","Chanel",30,"male","fake@hotmail.com"
"1500",4,2625,"RalphLauren","Balmain",42,"other","pseudo@illinois.edu"
"1501",8,1257,"Vetements","yvesSaintLauren",5,"female","pseudo@verizon.net"
"1502",3,951,"Bape","yvesSaintLauren",91,"female","pseudo@verizon.net"
"1503",12,2893,"Bape","GoldenGooseDeluxe",27,"other","real@email.com"
"1504",10,1589,"Maharishi","theNorthFace",89,"female","fake@hotmail.com"
"1505",12,2689,"Givenchy","yvesSaintLauren",82,"other","realReal@email.edu"
"1506",16,1923,"Armani","Chanel",57,"female","pseudo@hotmail.com"
"1507",1,1182,"Armani","Prada",57,"female","pseudo@illinois.edu"
"1508",12,2866,"Vetements","yvesSaintLauren",51,"other","fake@illinois.edu"
"1509",6,955,"Burberry","Sputnik",55,"female","pseudo@illinois.edu"
"1510",10,2756,"Versace","Chanel",18,"other","fake@gmail.com"
"1511",18,2624,"Givenchy","theNorthFace",18,"male","fake@gmail.com"
"1512",18,777,"Bape","GoldenGooseDeluxe",50,"other","real@email.com"
"1513",14,575,"RalphLauren","yvesSaintLauren",2,"other","pseudo@email.edu"
"1514",4,2754,"Moncler","Fendi",42,"male","pseudo@verizon.net"
"1515",12,1962,"CanadaGoose","Chanel",92,"female","fake@sputnik.net"
"1516",16,1817,"RalphLauren","Sputnik",47,"female","fake@sputnik.net"
"1517",10,275,"RalphLauren","Balmain",28,"male","fake@illinois.edu"
"1518",10,2852,"CanadaGoose","Margiela",44,"male","pseudo@hotmail.com"
"1519",11,76,"Versace","Prada",59,"other","pseudo@illinois.edu"
"1520",12,2674,"RalphLauren","Chanel",20,"male","fake@hotmail.com"
"1521",13,246,"Maharishi","yvesSaintLauren",53,"male","fake@illinois.edu"
"1522",3,2488,"Bape","Chanel",97,"male","fake@illinois.edu"
"1523",9,762,"Moncler","Balmain",27,"female","fake@gmail.com"
"1524",19,2313,"Versace","Chanel",15,"other","fake@illinois.edu"
"1525",16,2470,"Vetements","theNorthFace",21,"other","fake@illinois.edu"
"1526",5,1601,"Maharishi","theNorthFace",1,"female","pseudo@hotmail.com"
"1527",15,224,"Armani","Balmain",56,"male","pseudo@illinois.edu"
"1528",15,2135,"CanadaGoose","theNorthFace",60,"male","realReal@email.edu"
"1529",15,2101,"Burberry","yvesSaintLauren",26,"male","fake@gmail.com"
"1530",6,2609,"RalphLauren","Balmain",87,"male","realReal@email.edu"
"1531",13,927,"Versace","theNorthFace",33,"male","fake@hotmail.com"
"1532",15,1318,"Givenchy","Margiela",40,"female","pseudo@verizon.net"
"1533",4,2751,"CanadaGoose","GoldenGooseDeluxe",98,"female","real@email.com"
"1534",2,2908,"Versace","Chanel",4,"other","pseudo@verizon.net"
"1535",18,166,"Givenchy","Sputnik",78,"male","fake@sputnik.net"
"1536",8,238,"Givenchy","Chanel",44,"other","pseudo@illinois.edu"
"1537",20,2732,"Moncler","Fendi",37,"other","pseudo@verizon.net"
"1538",13,710,"Givenchy","yvesSaintLauren",9,"other","pseudo@verizon.net"
"1539",7,1661,"Versace","Prada",80,"female","realReal@email.edu"
"1540",18,896,"Bape","Chanel",7,"female","pseudo@hotmail.com"
"1541",11,2730,"Vetements","Chanel",41,"female","pseudo@illinois.edu"
"1542",19,1773,"Moncler","Cartier",7,"female","fake@sputnik.net"
"1543",3,2097,"Moncler","GoldenGooseDeluxe",13,"male","fake@sputnik.net"
"1544",11,406,"Versace","yvesSaintLauren",25,"other","fake@sputnik.net"
"1545",9,150,"Burberry","GoldenGooseDeluxe",46,"other","pseudo@verizon.net"
"1546",11,1600,"Bape","Prada",58,"male","real@email.com"
"1547",18,1203,"CanadaGoose","Cartier",6,"male","pseudo@verizon.net"
"1548",20,2606,"Armani","Margiela",47,"male","pseudo@verizon.net"
"1549",19,2379,"Versace","Margiela",33,"female","fake@hotmail.com"
"1550",6,718,"Maharishi","Prada",80,"female","pseudo@illinois.edu"
"1551",6,768,"RalphLauren","Prada",71,"other","fake@hotmail.com"
"1552",15,956,"Maharishi","Balmain",45,"other","real@email.com"
"1553",16,1530,"Maharishi","Fendi",13,"other","pseudo@illinois.edu"
"1554",13,2761,"Vetements","Fendi",16,"male","pseudo@illinois.edu"
"1555",3,1700,"Armani","theNorthFace",71,"female","fake@gmail.com"
"1556",9,2049,"Moncler","Margiela",2,"other","pseudo@email.edu"
"1557",17,2902,"Versace","Margiela",11,"male","pseudo@hotmail.com"
"1558",2,2699,"Givenchy","theNorthFace",39,"female","fake@gmail.com"
"1559",20,715,"Burberry","yvesSaintLauren",67,"female","pseudo@email.edu"
"1560",20,704,"Burberry","Sputnik",24,"female","fake@illinois.edu"
"1561",10,1986,"Vetements","Prada",20,"male","fake@illinois.edu"
"1562",18,1048,"Burberry","yvesSaintLauren",88,"female","realReal@email.edu"
"1563",12,803,"Armani","GoldenGooseDeluxe",78,"female","pseudo@email.edu"
"1564",5,2165,"Armani","Sputnik",96,"other","pseudo@email.edu"
"1565",5,616,"Bape","Balmain",15,"other","fake@hotmail.com"
"1566",2,2738,"Versace","Margiela",34,"male","pseudo@illinois.edu"
"1567",2,2850,"Bape","Balmain",91,"female","fake@gmail.com"
"1568",7,957,"Burberry","Sputnik",96,"female","real@email.com"
"1569",5,2742,"Bape","Fendi",87,"other","fake@sputnik.net"
"1570",10,992,"Burberry","GoldenGooseDeluxe",78,"female","fake@gmail.com"
"1571",8,932,"Vetements","GoldenGooseDeluxe",2,"other","fake@gmail.com"
"1572",9,650,"Versace","Cartier",74,"other","realReal@email.edu"
"1573",10,1997,"Versace","Prada",28,"other","real@email.com"
"1574",1,2317,"Maharishi","Balmain",59,"female","real@email.com"
"1575",4,1467,"Bape","yvesSaintLauren",8,"female","pseudo@hotmail.com"
"1576",10,441,"Vetements","theNorthFace",91,"female","fake@illinois.edu"
"1577",9,1259,"Burberry","Sputnik",33,"female","pseudo@email.edu"
"1578",13,2828,"Givenchy","Sputnik",99,"female","realReal@email.edu"
"1579",12,1384,"Givenchy","yvesSaintLauren",3,"other","fake@hotmail.com"
"1580",8,2696,"Bape","Prada",31,"female","pseudo@illinois.edu"
"1581",3,2120,"Versace","yvesSaintLauren",95,"female","pseudo@illinois.edu"
"1582",9,2277,"Moncler","Fendi",74,"other","fake@hotmail.com"
"1583",19,2487,"RalphLauren","Cartier",11,"female","pseudo@verizon.net"
"1584",17,934,"Givenchy","Fendi",52,"male","pseudo@illinois.edu"
"1585",18,606,"Armani","theNorthFace",65,"male","fake@sputnik.net"
"1586",16,1280,"Vetements","Balmain",97,"male","fake@sputnik.net"
"1587",3,2019,"RalphLauren","yvesSaintLauren",28,"female","fake@illinois.edu"
"1588",15,1728,"RalphLauren","Prada",72,"male","fake@hotmail.com"
"1589",8,329,"RalphLauren","Chanel",52,"female","fake@illinois.edu"
"1590",1,1952,"Moncler","Cartier",30,"other","fake@sputnik.net"
"1591",15,666,"CanadaGoose","Margiela",92,"female","pseudo@verizon.net"
"1592",18,1598,"Vetements","Sputnik",96,"other","pseudo@verizon.net"
"1593",19,1145,"CanadaGoose","Sputnik",86,"male","real@email.com"
"1594",10,2257,"RalphLauren","Prada",56,"male","pseudo@verizon.net"
"1595",4,2240,"Givenchy","GoldenGooseDeluxe",83,"other","fake@gmail.com"
"1596",6,1872,"Bape","theNorthFace",43,"male","fake@illinois.edu"
"1597",1,631,"Moncler","yvesSaintLauren",10,"male","pseudo@verizon.net"
"1598",10,55,"CanadaGoose","Cartier",85,"male","fake@hotmail.com"
"1599",16,324,"Versace","Margiela",16,"other","real@email.com"
"1600",2,2568,"Versace","Balmain",52,"male","fake@sputnik.net"
"1601",19,1568,"Givenchy","Cartier",1,"female","fake@gmail.com"
"1602",6,1225,"Maharishi","theNorthFace",93,"male","fake@gmail.com"
"1603",7,873,"Bape","Prada",72,"male","realReal@email.edu"
"1604",3,2392,"Vetements","Balmain",25,"other","fake@sputnik.net"
"1605",15,1584,"Vetements","Balmain",2,"other","pseudo@email.edu"
"1606",6,2837,"Versace","theNorthFace",19,"male","pseudo@illinois.edu"
"1607",13,2746,"Maharishi","Fendi",77,"female","fake@gmail.com"
"1608",12,1468,"Moncler","GoldenGooseDeluxe",70,"female","pseudo@hotmail.com"
"1609",3,288,"Moncler","Sputnik",35,"female","fake@illinois.edu"
"1610",4,1842,"RalphLauren","theNorthFace",81,"other","real@email.com"
"1611",5,1165,"Burberry","Fendi",12,"female","fake@hotmail.com"
"1612",16,903,"Armani","yvesSaintLauren",64,"male","fake@hotmail.com"
"1613",10,1423,"Moncler","theNorthFace",100,"other","pseudo@verizon.net"
"1614",9,512,"Moncler","Margiela",100,"male","pseudo@verizon.net"
"1615",3,754,"Givenchy","Margiela",53,"female","fake@illinois.edu"
"1616",2,2818,"Givenchy","yvesSaintLauren",53,"female","fake@illinois.edu"
"1617",4,708,"Burberry","Cartier",15,"other","pseudo@email.edu"
"1618",16,205,"Bape","Cartier",50,"male","realReal@email.edu"
"1619",19,1690,"Maharishi","Balmain",15,"female","pseudo@illinois.edu"
"1620",7,2368,"Versace","theNorthFace",3,"male","fake@sputnik.net"
"1621",11,1143,"Burberry","Sputnik",59,"female","realReal@email.edu"
"1622",1,159,"Versace","Balmain",58,"male","fake@hotmail.com"
"1623",6,1317,"Burberry","Balmain",29,"other","pseudo@verizon.net"
"1624",16,2779,"Maharishi","Balmain",78,"male","real@email.com"
"1625",11,1744,"RalphLauren","Sputnik",100,"other","real@email.com"
"1626",18,703,"CanadaGoose","Chanel",1,"male","fake@gmail.com"
"1627",9,209,"Maharishi","Margiela",2,"other","realReal@email.edu"
"1628",11,2203,"Moncler","Margiela",87,"male","fake@illinois.edu"
"1629",19,1880,"Maharishi","GoldenGooseDeluxe",35,"female","pseudo@illinois.edu"
"1630",15,2000,"Armani","Fendi",87,"female","pseudo@illinois.edu"
"1631",18,335,"Moncler","theNorthFace",64,"male","pseudo@illinois.edu"
"1632",19,573,"Maharishi","Margiela",61,"female","pseudo@email.edu"
"1633",1,2814,"Versace","GoldenGooseDeluxe",41,"male","pseudo@email.edu"
"1634",10,1914,"Givenchy","Balmain",92,"male","pseudo@email.edu"
"1635",8,2605,"Vetements","yvesSaintLauren",23,"other","fake@sputnik.net"
"1636",17,2916,"Maharishi","Sputnik",9,"female","pseudo@verizon.net"
"1637",20,2255,"Moncler","GoldenGooseDeluxe",14,"male","pseudo@verizon.net"
"1638",5,1484,"Burberry","Chanel",15,"male","fake@hotmail.com"
"1639",16,1340,"Givenchy","Margiela",73,"male","fake@illinois.edu"
"1640",15,692,"Givenchy","Margiela",52,"male","pseudo@hotmail.com"
"1641",14,2177,"Givenchy","Sputnik",11,"female","fake@sputnik.net"
"1642",11,2607,"Burberry","Sputnik",69,"male","pseudo@hotmail.com"
"1643",19,2025,"Givenchy","Prada",73,"male","pseudo@illinois.edu"
"1644",4,1793,"Maharishi","Fendi",33,"male","real@email.com"
"1645",14,850,"Burberry","Sputnik",44,"female","real@email.com"
"1646",7,2815,"Burberry","Cartier",75,"female","pseudo@hotmail.com"
"1647",6,277,"Vetements","GoldenGooseDeluxe",38,"male","pseudo@illinois.edu"
"1648",16,82,"Armani","GoldenGooseDeluxe",100,"other","pseudo@illinois.edu"
"1649",16,852,"CanadaGoose","Margiela",96,"female","fake@hotmail.com"
"1650",19,22,"CanadaGoose","Chanel",27,"other","pseudo@email.edu"
"1651",1,64,"Maharishi","Margiela",83,"male","pseudo@verizon.net"
"1652",15,1154,"Vetements","Chanel",100,"male","pseudo@email.edu"
"1653",1,2266,"Givenchy","Margiela",28,"male","pseudo@hotmail.com"
"1654",12,1183,"Maharishi","yvesSaintLauren",68,"female","pseudo@hotmail.com"
"1655",9,1865,"Burberry","yvesSaintLauren",68,"male","fake@hotmail.com"
"1656",15,1390,"Moncler","Chanel",50,"female","pseudo@hotmail.com"
"1657",19,1102,"Burberry","theNorthFace",55,"other","realReal@email.edu"
"1658",5,253,"Givenchy","GoldenGooseDeluxe",96,"male","fake@illinois.edu"
"1659",1,2382,"Burberry","Fendi",28,"other","real@email.com"
"1660",17,214,"RalphLauren","Cartier",81,"other","realReal@email.edu"
"1661",19,1144,"Vetements","Sputnik",11,"female","realReal@email.edu"
"1662",18,1856,"RalphLauren","Cartier",99,"other","fake@gmail.com"
"1663",20,2485,"Vetements","Margiela",13,"female","pseudo@email.edu"
"1664",9,1169,"Bape","Cartier",29,"female","realReal@email.edu"
"1665",18,1347,"Bape","Sputnik",81,"other","pseudo@illinois.edu"
"1666",9,731,"Armani","Prada",55,"other","realReal@email.edu"
"1667",4,1487,"Givenchy","Prada",53,"female","fake@illinois.edu"
"1668",6,2015,"Burberry","Fendi",58,"male","pseudo@verizon.net"
"1669",3,1074,"Vetements","Balmain",35,"male","pseudo@email.edu"
"1670",3,1611,"Burberry","yvesSaintLauren",37,"other","pseudo@hotmail.com"
"1671",16,2302,"Armani","Margiela",23,"other","pseudo@hotmail.com"
"1672",4,1334,"RalphLauren","Balmain",61,"male","fake@illinois.edu"
"1673",19,1975,"Moncler","Cartier",83,"female","fake@hotmail.com"
"1674",10,2476,"Armani","GoldenGooseDeluxe",80,"female","real@email.com"
"1675",10,1028,"Vetements","Cartier",95,"male","pseudo@email.edu"
